id;listing_id;date;reviewer_id;comments;score
137;12;2022-05-11;169;Superb location near Trevi Fountain. Giorgio was very accommodating. Arranged for a driver to meet us upon landing in FCO which was extremely helpful. Great communication before and during our stay.;10
138;12;2022-05-12;170;L’appartamento si trova all’interno di un condominio molto curato. è molto grande e spazioso, adatto anche a due coppie, ben fornito (dalla cucina alla lavatrice) e ben curato!<br/>Senza ombra di dubbi la posizione, a dir poco eccezionale, da una marcia in più. si trova infatti a due passi dalla magnifica Fontana di Trevi e ovviamente è molto ben fornita dai mezzi e dalla vita Romana.;7
139;12;2022-05-16;171;An amazing place for our four day stay! The place is beautiful, spacious, AC was extra nice given the heat, and Thomas and the hosts were incredibly friendly and helpful. Cannot recommend enough!;10
140;12;2022-05-20;172;Absolutely amazing location in the center of Rome, having most of the must sees very close by (walking distance). Perfect communication with the host, quick response times and great suggestions.;8
141;12;2022-05-22;173;Giorgio was extremely helpful before and during our trip to Rome. The location of the apartment was very convenient to alll the sights in Rome.;8
142;13;2022-04-22;174;Absolutely wonderful location and host would 100% stay again !;10
143;13;2022-04-25;175;Excellent location;10
144;13;2022-05-09;176;Great place to stay. Right in the heart of all the cool stuff to see. Perfect little sleepover spot.;10
145;13;2022-05-18;177;Perfect location near Trevi fountain, the room was perfect to couple .. small shower;9
146;13;2022-05-21;178;Giulia was very responsive and helpful both before and during the stay! The location of this property was absolutely perfect! We chose it due to its proximity to major attractions such as the Trevor Fountain, Pantheon, Colosseum, Spanish Steps, and Vatican City. All  were within about 15 minutes walking distance. The flat was clean and despite being next to the Trevi Fountain which was packed with people, it was still very quiet. 10/10 - Would stay again!;10
147;13;2022-05-23;179;If you're looking for a fun place to stay in Rome, this apartment is perfect. You can see Trevi Fountain from the hallway window and hear the crowds below when anything fun or exciting happens. You have great options for food nearby and you can walk to many of the things to see in Rome. We had a wonderful time and would happily stay again.;10
148;13;2022-05-27;180;Perfect place to stay, just in front of the fountain with a lot of shops / restaurants / bar. Super nice !;7
149;13;2022-05-30;181;This Airbnb is an amazing location!;10
150;14;2022-09-06;182;This was the perfect location for our stay and the Airbnb was perfect for us! It was much larger then what we expected and in the central area for everything we explored, thank you!;8
151;14;2022-09-11;183;Lucia was such a lovely host and her apartment was just as amazing. Great location, clean, spacious, and comfortable amenities (for any US travelers, the bed was big and there was an overhead shower head which was great as this was where we stayed coming right off the plane);10
152;14;2022-09-13;184;Fantastic place to stay!;10
153;14;2022-09-22;185;Enjoyed our stay at Lucia's place. It was very clean and met our needs. Loved the shower.  The air conditioner works just fine. Important during the Summer months. The Trevi Fountain is literally out the door to the right. It is a busy place but the apartment is at the back of the building so the tourist noise for the most part is not heard. She does have earplugs by the bed if needed. We ate breakfast there every morning..enjoying the coffee pods left for us and we supplemented it with fresh milk and yoghurt we bought at the market down the street. The location is great...easy walking distance to many sites.  Good restaurants. We did have to take a taxi every now and then and when we found a taxi stand it made it easier to get from one place to another. The Pantheon is within walking distance...took taxis to the Coliseum, to the Borghese Museum and the Vatican. One note is to know that there is no car traffic on the street so if you get a taxi from the airport or the train station you are dropped off around the corner. The apartment is at number 9 and we didn't realize that the numbers on both sides don't correspond.  We looked at the wrong side of the street and thought we had to walk blocks to get to number 9 when it was just round the corner to the right! We called Lucia and she worked hard to help us find our way. With luggage it was a bit challenging but we made it. The elevator is up one story. Just FYI. Everything else worked smoothly . Lucia dropped off clean towels midway through our stay.  She organized a nice driver to pick us up when we headed out to the airport. He came inside and helped us get out luggage to the car. That was very appreciated. We loved Rome. It's a special place and Lucia was a lovely hostess who was quick to respond to any concerns. Thanks Lucia!;9
154;14;2022-09-28;186;Lucia made our entire stay amazing from beginning to end. She offered to book our transportation from the airport, allowed us to drop off our bags before check in, left us champagne as a welcome gift, and was so quick to respond to any question we had throughout our stay. The location is great, right by the Trevi Fountain, so you are in the middle of the action as soon as you check in. We thoroughly enjoyed our stay and would recommend Lucia’s flat to anyone looking to stay in Rome.;10
155;14;2022-10-02;187;Lucia’s Airbnb was GORGEOUS. The location is unreal and Lucia made check in a breeze. This apartment is in a fantastic area of Rome and we had a blast - absolutely would stay here again on a future visit, we loved it!;10
156;14;2022-10-06;188;Great place and location!;10
157;14;2022-10-10;189;Very nice and well appointed apartment, and the host is kind and communicative.  We were confused and thought the unit had a view of Trevi Fountain, which it does not, but that may be our fault based on our reading of the listing.  Overall a very nice place to stay, and we do recommend it!;10
158;14;2022-10-11;190;I had a great stay!;10
159;14;2022-10-17;191;Excellent host, quick response times, very thoughtful and attentive to every need. Helped coordinate transport from airport. Great location in center of tourist area;10
160;14;2022-10-19;192;Lucia went above and beyond and made Roma the best stay I’ve had abroad . The apartment is right at the trevi fountain above a cute cafe . It was beautiful inside and felt like home . Lucia  even went above and beyond and held our luggage for a few hours after check out so we could visit the Vatican . She didn’t have to do that and I will forever be grateful and always stay w her when I’m in Roma .;8
161;14;2022-10-20;193;Perfect for our 1 night in Rome!  Truly a great hosts that cares about her guests,  we appreciated all of the extra touches and her effort to accommodate our early arrival. Highly recommend!;10
162;14;2022-10-21;194;This apartment is located in a building just by the Trevi fountain. You can see if from the hallway, not from the unit - but the view from the hallway is great and away from the crowd. This is a great place to stay if you want to be close to the sights in this area. This is one of the most accommodating hosts I’ve ever stayed with! Lucia even booked us a taxi driver to get us to the airport early in the morning the day we had to leave. Also, be sure to wake up early in the AM to see the fountain with no crowd! At 5:45 am there was no one there.;10
163;14;2022-10-23;195;We loved our stay! Perfect location and a lovely suite to relax after a day in the bustling area around Trevi Fountain. Thank you Lucia and Daniele for being such fantastic hosts.;7
164;15;2021-11-13;196;Wunderbare Lage, in nächster Nähe zum Stadtzentrum und Bahnhof Termini, aber die unmittelbare Umgebung ist ein schönes, wenig touristisches Viertel. Sehr zu empfehlen.;10
165;15;2021-11-14;197;Nice, clean, well decorated room. Easy walk from the train station and on a quiet street near the important areas.;9
166;15;2021-11-15;198;Host molto disponibile, arredamento moderno e curato;10
167;15;2021-11-18;199;This location is super centric a few minutes from the main attraction , train stations and full of retail store and restaurants . The down part of this is it doesn’t count with a private parking as a stated in the listing and also other reviews are right the apartment cleanliness is questionable the bed sheets were stained and dirty . so seems to me is just a neglect from the host . If you don’t need a parking spot and get a new or clean sheet is a great place;10
168;15;2021-11-19;200;Quick and easy check-in check-out, great price and location;10
169;15;2021-11-25;201;Cute apartment in a great location. Short walk to attractions and close to other means of transportation ( bus, taxi, metro etc). <br/>Host provided us with a picnic basket full of breakfast foods for a quick breakfast on the go which was a nice touch!;10
170;15;2021-11-28;202;Super séjour chez Emanuela. <br/>Le logement est très bien situé, propre et moderne.<br/>Nous avons beaucoup apprécié la et Emanuela est une hote géniale et réactive;8
171;15;2021-12-01;203;dust everywhere, floor uncleaned and unswept, bad smell in the bathroom, kettle dirty from previous guests.;10
172;16;2021-02-22;204;La camera era molto carina e decisamente pulita, il checkin è stato rapido e professionale. L'ambiente era più piccolo di quanto mi aspettassi, ma comunque assolutamente vivibile.<br/>Purtroppo abbiamo avuto un imprevisto familiare e abbiamo dovuto lasciare la stanza prima di dormirci effettivamente, per cui non so come sia l'ambiente la notte, ma comunque ci tornerei!;10
173;16;2021-02-26;205;Appartement très bien situé et au calme. A quelques pas du Colisée. Il est équipé avec tout ce dont vous avez besoin pour passer un bon séjour. De plus le propriétaire est très réactif aux messages et est très arrangeant.<br/>Je recommande !;10
174;16;2021-05-10;206;Perfetto!;10
175;16;2021-05-12;207;Un alloggio carinissimo e molto consigliato, sia per come si presenta, che per la zona, la comodità del letto e la cortesia;7
176;16;2021-06-11;208;Great place, close to the metro and Coliseum, very clean and well maintained;9
177;16;2021-06-20;209;La casa está muy bien. La comunicación fue excelente. La limpieza 10/10. La ubicación también es idonea: está cerca de todo en un lugar sin mucho ruido. La cama cómoda y todo muy bien equipado. Sin duda un 100% recomendable. Muchas gracias por la estancia.;10
178;16;2021-06-25;210;Great appartement near the center of Rome;8
179;16;2021-06-28;211;Grazie mille Néstor!!!!;10
180;17;2022-06-01;212;Nice property in excellent location, close to public transport,  restaurants and Colosseum.  Friendly and helpful hosts.;10
181;17;2022-06-03;213;Amazing and cute loft! Perfect stay;7
182;17;2022-06-08;214;Brilliant place to explore Rome from. The location is unbeatable, everything is easy to walk to. The loft is nicely decorated and felt very comfortable. We used self check-in and the experience was seemless. Communication was fantastic, always had a response within minutes. We'll definitely stay here again next time we visit Rome.;10
183;17;2022-06-10;215;The property is well decorated. However, from the pictures I cannot tell it’s not a loft actually, it’s a commercial property in the street. Which means other than door, you’ll have no windows. When closing the door, you could only use electrical to light up and no way for fresh air to communicate. Another issue is that since it’s the commercial property located on street, it was super noisy. I would say I stayed awake all night. Truly not feel well. Those disadvantages you cannot tell from the description of the Airbnb.;10
184;17;2022-06-11;216;Gian's place is super awesome because it has A/C! This helped us beat the sweltering heat in Rome.;10
185;17;2022-06-13;217;We loved our stay. The location was perfect and the apartment was well appointed.;10
186;17;2022-06-15;218;We were so grateful to stay at Gian Marco’s place! We stayed overnight before catching a flight home. He was so helpful in arranging a driver to take us to the airport. This is a great place to rest your head after long travels!;9
187;18;2022-06-27;219;Suck a horrible experience. Arranged an early check in with Guila for 11am. But upon arriving a gentleman named Luca told us we couldn't get in till 11:30am. So we had to stay outside in the heat with tons of luggage. 11:40 Luca arrived, he told us we could not use the elevator so we had to carry all luggage to 3rd floor with no help. The place had yet to be cleaned. We were told cleaner will come at 12pm. Cleaner arrived at 2:04pm. Did a poor job at cleaning. Its Covid, we had to wipe everything down ourselves. The AC didn't work. It was 100° outside. Guila nor the people that work for her offered any help. Not to mention all the mold in the bathroom. The fridge didn't work either.  I will say it is a great location. But being our first time in Rome this experience left a bad taste for us;10
188;18;2022-07-05;220;Nice place. Good location. Close to all major sights. Our family, 5 persons, enjoyd the appartement. Good aircondition! Good communication with Giulia. We had a great holiday!;8
189;18;2022-07-08;221;Good location and close to attractions. Excellent communication and friendly host.;10
190;18;2022-07-15;222;Such an amazing location, this was perfect for my girlfriends and I.;10
191;18;2022-07-16;223;Good spot to land. Cute and clean with fresh linens and towels. Also has functioning air conditioning in all rooms.;10
192;18;2022-07-19;224;This apartment was well located between Vatican and ancient sites.  Cafe and restaurants outside the doorstep was very handy.  Antonio met us at the cab when we arrived.  Having the transportation booked for us from the airport made landing in a new city very welcoming.<br/>Thank you!;10
193;18;2022-07-24;225;Lovely apartment in a great location. <br/>Very clean and comfortable 👍;9
194;18;2022-07-26;226;The perfect flat in the perfect part of Rome! Our stay was magnificent, would stay here over and over again!!;10
195;19;2022-10-30;227;My husband and I really enjoyed our stay at Santa Nara. We flew into the Fiumicino airport and Emanuela helped organise a private ride from the airport to our Airbnb which was super helpful! Although we were only visiting Rome for two days, we had everything we needed and the room was very clean and cosy. We were also just a very close walking distance from the Colosseum and many other famous Roman landmarks. Emanuela as a lovely hostess and stayed in communication with us! Would definitely recommend to anyone visiting Rome. 🥰 thanks again, Emanuela!;10
196;19;2022-11-02;228;This space was perfect for my husband and I for our few days in Rome. The room is spacious and equipped with all necessities, along with a comfy bed and Netflix! The check in process was incredibly detailed and easy to follow and it was very easy to keep in communication with Emanuela. The daily cleaning services were an added bonus!;10
197;19;2022-11-07;229;The bathroom had a really gross smell and the door lock on the bathroom was broken. Other than that, it was really great and perfect location!! Id still recommend though;7
198;19;2022-11-14;230;Chambre bien située proche du centre historique de Rome pratique pour une ou deux nuits.;10
199;19;2022-11-15;231;Espacio cómodo y muy limpio, nos dejo  un desayuno en la recámara;8
200;19;2022-11-22;232;Everything was as described. Walking distance to the colosseum. Great restaurants near by. Emanuela was great!! Quick to respond to text messages. Nice and quiet area.;10
201;20;2021-06-06;233;Ottima soluzione per una coppia od una persona. Appartamento  ordinato, pulito e comodo, soprattutto per la possibilità di recarsi a piedi verso la zona Colosseo/centro e/o ben collegata con i mezzi pubblici;10
202;20;2021-06-07;234;Ideal location, close to Termini. <br/>Clean room, nice aesthetic. The bed was comfortable. Friendly host who communicated clearly. Self check-in with very clear instructions. <br/><br/>There’s a bus stop right when you leave the Airbnb, which is very convenient. <br/>Would recommend for a city trip to Rome!;10
203;20;2021-06-09;235;For this price it was ok;9
204;20;2021-06-10;236;impossibile trovare parcheggio!;10
205;20;2021-06-11;237;Tutto ottimo!;10
206;21;2021-12-22;238;Very nice spot in great location. Balcony is wonderful. The shower is very small and ceilings are low in certain areas.;10
207;21;2022-01-06;239;Loved it here! They were great hosts. I want to move in. What an amazing location.;7
208;21;2022-01-17;240;We had a great stay! The location was great and close to all the major sites around Rome.;8
209;21;2022-01-23;241;We had a great time! The apt. is in an amazing location and the balcony was wonderful. The apartment is on an amazing street, full of shops and cafes, and super close to all of the attractions in the city center. The bed was super comfortable, the building had a lot of charm :) Would def. recommend to friends visiting Rome.;10
210;21;2022-01-28;242;This place is very charming and has excellent location close to the Spanish Steps. We had trouble getting the hot water but rest was all good. Highly recommend.;10
211;21;2022-01-29;243;Location is amazing, and the space itself is great. Beware of the 4th floor walk up, although the stairs are decently wide. The shower can be an issue if you are above 6ft tall as well. I also had an issue with the hot water not really working, but we only stayed one day so it really couldn’t be addressed. Otherwise, this place is beautiful, in a good spot, with a great balcony.;10
212;21;2022-01-31;244;Posto super consigliato al centro di Roma con terrazza! Host sempre disponibile.;9
213;21;2022-02-18;245;Bellissimo appartamento vicino Piazza di Spagna. Casa confortevole e comoda. Dotata dei servizi essenziali. Periodo perfetto primavera-estate per godersi la massimo il terrazzo. Host gentilissimo e sempre disponibile per ogni richiesta.;10
214;21;2022-02-20;246;Ludovica was a lovely and charming host. Responding right away and doing everything to put us at easy.<br/>It was a lovely stay thanks to her! I really recommend staying in this lovely Airbnb;10
215;21;2022-02-22;247;fantastico;8
216;22;2021-05-09;248;Il soggiorno da Franco è stato molto tranquillo e piacevole. La stanza si trova in una zona attrezzata e comoda, da Pigneto si possono raggiungere le varie metro. Se si ha fortuna si può trovare anche parcheggio gratuito. La notte è stata tranquilla e silenziosa.;10
217;22;2021-05-11;249;Alloggio molto bello e comodo, soprattutto considerando che si trova le cuore del Pigneto. Rapporto qualità prezzo super e proprietario molto gentile e disponibile!;10
218;22;2021-05-16;250;FRanco è stato molto disponibile per tutto. Lìappartamento è una stanza riadattata a monolocale con tutti i servizi necessari. La posizione è ottimale per visitare la città, nel centro del quartiere Pigneto, a due passi dalla stazione metro ma in una strada tranquilla e appartata. Lo consiglio se si viaggia per piacere o per lavoro e si cerca una sistemazione centrale in un quartiere dinamico.;10
219;22;2021-06-04;251;Clean place, lively spot in Roma;9
220;22;2021-06-07;252;Nice place, Franco is very helpful!;10
221;22;2021-06-11;253;Wonderful host!!!!;7
222;23;2022-03-16;254;Very clean. Great location. Our host couldn’t have been friendlier!;9
223;23;2022-03-18;255;Excelente ubicación!! solo a unos cuantos minutos del coliseo y de parada de autobus. Restaurantes riquísimos en la misma calle. El mejor host, super atento, flexible con el check in y check out. Excelente comunicación!! Definitivamente nos estaremos quedando aquí la próxima vez que visitemos Roma!;10
224;23;2022-03-19;256;Great location, quite minimal room.;10
225;23;2022-03-22;257;très bon rapport qualité-prix, très bien placé, petit déjeuner compris, parfait pour un séjour à Rome.;8
226;23;2022-03-29;258;The room is ideally situated near the coliseum. It's a great spot to access some must see (coliseum, Trevi, panthéon, foro romano etc ..) in walking distance.<br/>There's the Carvour metro station at few steps that permits to access Termini station in few minutes.<br/>The street is full of nice bars and restaurants.<br/>the room is comfortable and include a bathroom. Everything is there to make a nice breakfast (electric kettle, a small fridge). and the host is providing coffee, tea, croissants, orange juice... <br/>The host is very kind. we had great communication. <br/>100% recommended!;10
227;23;2022-03-30;259;La struttura è perfetta per chi ha bisogno di un punto di appoggio al centro di Roma. Collocazione impagabile. Rapporto qualità-prezzo eccellente. Accoglienza estremamente cordiale;10
228;23;2022-04-01;260;The place was exactly as advertised, check-in was super easy, and the location can't be beat if you're looking to see the most popular attractions in Rome. Don't hesitate to book!;10
229;23;2022-04-04;261;Super netter Host. Zimmer und Lage sind perfekt, um die Stadt in 3 Tagen zu erkunden;9
230;23;2022-04-07;262;I had a great stay at Le Camere. The location couldn't have been better. close to the Colosseum, a plethora of restaurants and bars, and a 15 minute walk to Termini Station. The host was friendly, provided assistance with easy check-in instructions, and personally helped me with my luggage. The actual room was comfortable and provided me with a peaceful night of rest. Overall was a great stay!;10
231;23;2022-04-10;263;Camera semplice ma dotata di quanto necessario. La posizione è fantastica e il rapporto qualità-prezzo ottimo. Host molto accogliente, ci ha concesso di lasciare i bagagli anche oltre l'orario di check-out.;10
232;23;2022-04-14;264;Great location and lovely staff.;8
233;23;2022-04-19;265;This place was absolutely perfect. Very minimalistic but had just what you needed. Perfect location to some of the major attractions and and felt very safe. Le camere was very nice and also recommended some of his favorite spots in the area. Would definitely stay again;10
234;23;2022-04-22;266;We missed our stay;10
235;24;2021-12-12;267;Perfect location - a lovely little Roman apartment close to the main train station and with all the ancient wonders of Rome on your doorstep. Easy check in and great host in Giordano. Couldn't have asked for me and hope to be back soon!;10
236;24;2021-12-14;268;Un lugar limpio , Excelente ubicación y muy cómodo;9
237;24;2021-12-18;269;Amazing location. Beautiful and spacious apartment with all the amenities you could need.;10
238;24;2021-12-19;270;Beautiful room in a wonderful location!;9
239;24;2022-01-04;271;Appartamento in un ottima posizione per visitare Roma. Super pulito e con tutti i confort. <br/>Grazie ancora. <br/>Ottimo soggiorno;10
240;24;2022-01-26;272;Great apartment right in the middle of a vibrant neighborhood with a super local feel. Comfortable bed. Laundry. Everything you need. We cooked many meals and made sure with a Spartan but sufficient kitchen. Every request was immediately fulfilled though they were few. Giordano is always quick to respond making check in and out a breeze. Looking forward to staying again.;10
241;24;2022-01-31;273;Giordano's apartment is beautiful. Perfect location - right behind the colesseum and within walking distance of everything. Apartment has everything that's needed;10
242;24;2022-02-01;274;Persona molto gentile;7
243;25;2022-07-27;275;The apartment itself was perfectly adequate, with a good location and a great view! It was also clean. Albeit, there were some ants and the fridge didn’t properly seal. The most unfortunate part of this listing was the host herself. She hides the 30 euro cash cleaning fee at the bottom of her listing, which is an obvious and suspicious ploy to bag unsuspecting consumers. In addition, we found out after reading other reviews, that the cleaner is actually her mother! Just seems like a way for Vita and her mother to get a little extra money, tax and Airbnb-fee free. Lastly, she asked us to leave a good review, after having been fully unresponsive when we pressed her on the cleaning fee. The apartment was good, the host was not!;8
244;25;2022-07-28;276;"This apartment was wonderful. The location and the view are absolutely incredible, and those are the greatest qualities here. We were only in town for one night, so this was excellent for us to be in such a central location with gorgeous views from our windows (a true ""wow"" factor). The host was really helpful in coordinating early check-in and a driver from the airport. the cleaning person met us at the building and showed us what we needed to know. Everyone was VERY nice and welcoming, and it really made the final day of a busy trip across Europe a lovely one. Thanks so much!";10
245;25;2022-07-30;277;Perfect location! Everything we had on our bucket list was within walking distance! You absolutely cannot beat the view of the city from the window. The apartment is not very big and the bed is a pull out couch but we had a great sleep and didn’t intend to spend much time in the room when everything is so close. The AC did have a little trouble keeping up but with the weather being as hot as it was it was understandable and she had a fan setup already to move the air around. Vita was kind enough to set up a driver to meet us at the airport and offer us an early check in. Thank you!;10
246;25;2022-08-04;278;This location cannot be beat if you want to be in the center of the historical area. Just minutes walk from the Pantheon, the Colosseum, the Trevi Fountain, the Spanish Steps and a stones throw from the Roman Forum.<br/><br/>The host was great. They were quick to answer any questions that we had and they also provided an extensive list of places to see and eat! I would just add 1 place to eat to the list, Cantina Cantarini. It is about a 30 minute walk from the apartment, but some of the best food we have ever had! A nice place that only locals go to.;9
247;25;2022-08-05;279;Incredible location, breathtaking view, super clean, stocked with everything you need (we were so grateful for the ice cold water in the fridge after a hot day at the colosseum!), and just adorable. Vita, the host, was lovely to work with! Super fast communication, gives her guests a document with all kinds of tips and recommendations, and was incredibly accommodating to our schedule. We were able to check in early at 10am to drop our bags and get to our Colosseum tour on time, which was a lifesaver! Taxis are super close by, and you absolutely cannot beat how convenient this is to the Roman forum and Colosseum. Cannot recommend this place enough! Book it.;10
248;25;2022-08-07;280;loved our stay here! there a little elevator to take you up and the location is PERFECT. the only thing is we stayed in august and even with the ac and fan we were sweating. overall amazing airbnb in Rome and Id recommend to anyone!;10
249;25;2022-08-13;281;Wonderful Airbnb. We would love to stay in this spot again in the future;10
250;26;2022-10-24;282;Great place to stay if youʻve got a flight to catch, good location and excellent food nearby. Very close to coliseum…;8
251;26;2022-10-27;283;Meine Tochter und ich hatten einen schönen Aufenthalt bei Marisa in Rom. Das Zimmer hat alles, was man für ein paar Tage braucht inkl. Badezimmer. Es ist nicht supermodern aber sehr sauber und gemütlich. Das Zimmer ist etwas hellhörig, man hört die Gäste im anderen Zimmer und auf der Straße ist abends immer was los. Bei geschlossenem Fenster sind die Straßengeräusche aber nicht zu hören und uns haben die Geste im anderen Zimmer nicht gestört. Man muss einfach gegenseitig Rücksicht nehmen. <br/>Die Lage des Zimmers ist unschlagbar. Ganz zentral, viele Sehenswürdigkeiten sind zu Fuß zu erreichen und in der Gegend gibt es viele schöne Möglichkeiten essen zu gehen für jeden Geldbeutel.;10
252;26;2022-10-28;284;Location ottima, prezzo buono, ma il bagno non era pulito. Abbiamo apprezzato molto i consigli sul posto, e il check in era facile.;10
253;26;2022-10-29;285;ottima sistemazione in pieno centro storico, arredamento un po' demodé ma funzionale. bagno privato piccolo ma non abbiamo avuto problemi. torneremo;7
254;26;2022-11-03;286;Prime location, great value. A little breakfast and coffee was supplied daily. This airbnb is just around the corner from many fantastic restaurants and just minutes from the Colosseum. It is located just above an outdoor bar, so there is some noise at night, but nothing too bad. We had a great stay here and would definitely stay here again when we come back.;10
255;26;2022-11-05;287;Si volviera a Roma volveria al alojamiento de Marisa sin dudas! me ha encantado! Está muy bien ubicado...cerca de todo! principalmente del coliseo. Está cerca de  una zona con bares donde se come rico y a buen precio!... excelente relación precio calidad ....nos atendió personalmente el esposo de Marisa, el señor Remo, que nos ayudó con todo lo que le preguntamos, nos dió datos del transporte, súper amable y atento. Marisa me respondió los mensajes rápido y solucionó mis inquietudes al instante. El desayuno que incluye es seco pero está muy bien! Fueron muy buenos ya que me dejaron dejar las valijas antes del check in y después del check out sin cobrarme nada extra! Nada de qué quejarme! Estuvo excelente!;9
256;26;2022-11-07;288;camera con bagno privato di piccole dimensioni ma con tutto il necessario per un bel soggiorno.;10
257;26;2022-11-10;289;La habitación es sencilla y muy práctica. Todo lo que necesitas para una breve estancia. No conocimos a Marisa, pero sí al marido, Remo, un encanto de persona. El edificio donde está la habitación tiene muchísima historia que él te contará con lujo de detalles. Estarás a 200 metros del Coliseo y puedes ir andando a prácticamente todas las atracciones turísticas. Sin duda muy recomendable.;10
258;26;2022-11-13;290;La ubicación es espectacular! La habitación estaba súper limpia y era cómoda. Los anfitriones fueron muy amables, muchas gracias!;9
259;26;2022-11-16;291;es una habitación muy antigua, la<br/>Cama es muy incómoda y no tuve agua caliente un día. <br/>Todo lo demás bien, nos llevaron el desayuno los días que estuvimos hospedados.;10
260;26;2022-11-20;292;The room is very well located, 1 minute walking to Colisseum, and many other main sites you can easily can get there by walking tour. Also, plenty  bars and restaurant nearby. The room was very clean, tidy and the attention was good,  the communication for check-in and check-out. I absolutely  would stay here again on my next visit to Rome, many thanks Marisa!;10
261;27;2022-10-29;293;Giorgio’s apartment was in a prime location, we couldn’t have asked for better. Only knock is that it is extremely loud at night but that is something we expected due to the reviews. If you can handle sleeping through a ton of traffic and loud voices then you should definitely book here as the access to all the sites you want to see is unbeatable. Giorgio was very kind and easy to communicate with throughout the stay and was very helpful. Thanks Giorgio!;8
262;27;2022-11-05;294;Emplacement idéal de l’appartement. Giorgio fait le nécessaire pour répondre aux attentes de ses hôtes.;10
263;27;2022-11-11;295;L'emplacement est idéal. Appartement très propre et Giorgio répond très vite aux messages. Je conseille!;10
264;27;2022-11-21;296;We had a great stay right next to the Pantheon, it was a great home base and made it very easy to explore Rome! We enjoyed the pizza and gelato within walking distance and appreciated the umbrellas since it did rain a little during our trip.;9
265;27;2022-11-28;297;Giorgio was absolutely a Super Host! He was very responsive before & during our stay: he provided delightful restaurant recommendations, made check-in super easy, & even came over within 30 minutes (in the rain) to help when we couldn’t figure something out in the apartment.  He was flexible & accommodating on check-in & out.<br/><br/>We found the location to be absolutely perfect - it is easy/moderate walking distance to all the sites we wanted to see. Very charming neighborhood.<br/><br/>The apartment itself was very clean & spacious (other than the shower).  Everything looked recently renovated.<br/><br/>While this was generally a wonderful stay, this is an old apartment building in a historic city, which comes with a few very real drawbacks.  The pedestrian/traffic noise on the street is very loud all through the night & carries into the apartment, which is not at all soundproof. Also, the bathroom had a very unfortunate sewage odor during our stay (maybe due to the rain?).;10
266;27;2022-12-02;298;we had a great stay at giorgio’s airbnb, clean and comfy. Will definitely book again when we come back to Rome, he also responded very quickly upon our arrival;10
267;27;2022-12-10;299;Apartamento perfecto para familia, ubicación inmejorable.;7
268;28;2022-05-20;300;Belsiana St. was a perfect location for our family of 5 including 3 adult children.  The location allowed us to walk everywhere (although we did log about 8 miles on our tour of the Vatican and Garibaldi Park) and there was no shortage of restaurants, cafes ,shopping whatever you need within a few blocks.  Safe area, clean apartment, comfortable bed, clean baths.  Great value.;9
269;28;2022-05-22;301;Everything was perfect from start to finish. The flat is brilliantly located, clean and super comfortable. Mirca was greatly helpful with everything, making sure we were having the best time. <br/>Definitely coming back to beautiful Rome!;10
270;28;2022-05-23;302;This place was absolutely beautiful. The interior was amazing and the location could not be better. Wish we spent more time there! <br/><br/>The owner was super responsive and also helped with transport to the airport!;10
271;28;2022-05-25;303;Merveilleux séjour <br/>Mirca est une excellente hote;8
272;28;2022-05-28;304;Wonderful place, highly to recommend (location, quiet apartment, comfortable beds, great communication);10
273;28;2022-06-02;305;Mirca was a FABULOUS host . I could go on and on about her on this review. From the beginning her communication and attention to detail was outstanding . She not only arranged transport for us from the airport to her place but also helped us arrange transportation when we got off our cruise a week later . She went above and beyond to make sure we were taken care of. It made a huge difference in my experience.<br/><br/>The apartment has perfect location, so close to everything . We could walk to get lunch , gelato or pastry . Also 4 minutes from Metro and Spanish Steps. It is beautiful and comfortable . <br/><br/>Mirca had friends meet us to help us with luggage and then she herself helped bring them down when we checked out . One morning she even surprised us with pastries ! She truly felt like a friend to us .<br/><br/>Book this apartment !!  You WONT be disappointed.;9
274;28;2022-06-05;306;The location is perfect. Hard to better it. The apartment is huge - twice the size of an average two bed place. Great for families or groups.<br/><br/>We enjoyed the stay and would highly recommend.;10
275;28;2022-06-10;307;This apartment is unbelievable. So large and comfortable and in a perfect location. You can walk to almost all of the big sites and it is close to a metro station if walking isn’t your thing. I feel very lucky to have chosen this property for our stay.  Mirca is an excellent host and I will recommend this place for anyone I know who wants to visit Rome.;9
276;28;2022-06-13;308;I'm not sure we've ever stayed in a more beautiful AirBnB. It was so lovely that we've literally asked if the owners would be interested in selling! The rooms were spacious, the beds and pillows were very comfortable, having an extra 1/2 bath was so helpful with 6 people. The living room was comfortable, the kitchen is a decent size, and it is just truly a beautiful space. We loved our time there and can't wait to rent this flat again!;10
277;28;2022-06-16;309;Beautiful apartment in the best location. Clean,  comfortable, great location. <br/>Mirca helped us with our bags since we arrived quote early. Easy communication. Will be back. Strongly recommend.;10
278;28;2022-06-18;310;Our stay was great! Awesome location, clean and comfortable, excellent communication. I will definitely recommend this to friends!;10
279;28;2022-06-19;311;Great location! Amazing restaurants right outside your door. Mirca was wonderful with setting up transportation from the airport to her place and to the cruise port. The place itself is so roomy and loved it! Would highly recommend!!;10
280;28;2022-06-21;312;Mirca was SO easy to work with!  She answered all of our questions before and during our stay.  The apartment is very spacious and super convenient to be able to walk most places.  She also offered suggestions of where to grocery shop and get good pizza!  We would absolutely stay here again!;10
